Blanc de dinde lidl;48.6;21;1.5;2;1 tranche
Blanc de dinde super u;101;21;0.9;1.3;100 g
Blanc de dinde tradilège;99;21;1.6;0.9;100 g
Blanc de poulet  le gaulois;106;24;0.1;1;100 g
Blanc de poulet (dia);99.5;20;1.5;1.5;100 g
Blanc de poulet (leader price);104;21;1.2;1.5;100 g
Blanc de poulet 2% mg (auchan);104;20;1.5;2;100 g
Blanc de poulet à la provençale auchan (une tranche : 30g);104;20;1.5;2;100 g
Blanc de poulet à la provençale tradilège (marque repère);101;20;1.1;1.8;100 g
Blanc de poulet au tournebroche fleury michon;106;21;1;2;100 g
Blanc de poulet aux fines herbes fleury michon;108;21;1.5;2;100 g
Blanc de poulet aux fines herbes tradilège (marque repère);93;19.7;0.9;1.2;100 g
Blanc de poulet carrefour - de 2%;104;22;1.5;1.1;100 g
Blanc de poulet cuit au bouillon 2%mg lidl;104;20;1.2;1.9;100 g
Blanc de poulet delhaize (365);130;16;6.1;2.5;100 g
Blanc de poulet doré au four dia;104;20;1.2;1.9;100 g
Blanc de poulet doré au four qualité supérieur;105;20.6;1.3;1.9;100 g
Blanc de poulet et pommes de terre grenaille persillées;116;10.4;9.8;4.2;100 g
Blanc de poulet fleury michon -25% de sel;110;22;1;2;100 g
Blanc de poulet fumé 3% (dia);92;17.9;1.9;2;100 g
Blanc de poulet grand jury;104;22;1.5;1.1;100 g
Blanc de poulet grillé cuit et traité en salaison;106;20.5;1.5;2;100 g
Blanc de poulet isla délice;92.2;19;2;1.1;100 g
Blanc de poulet lidl;46.8;9;0.7;0.9;1 tranche
Blanc de poulet marque repère;93;19.7;0.9;1.2;100 g
Blanc de poulet supérieur tradilége;98;19.7;0.9;1.5;100 g
Blanc de poulet " tradilège" carrefour;98;19.7;0.9;1.5;100 g
Blanc de poulet "tradilège"  leclerc;98;19.7;0.9;1.5;100 g
Blanc d'oeuf (eggo);47;10.06;1;0.1;100 g
Blanc d'oeuf de poule, déshydraté;382;81.1;7.8;0;100 g
Blanc d'oeuf de poule, séché, en flocons;351;76.92;4.17;0.04;100 g
Blanc d'oeuf liquide (le progrès);50;10;1.1;0.5;100 g
Blanc oeuf;21.6;5;0.4;0.1;1 unité
Blancs de poireaux en bocal;15;1.2;2.4;0.1;100 g
Blancs de poulet fleury michon cuit a l'etouffée;33;6.6;0.3;0.6;1 tranche
Blanquette de veau aux champignon et son riz william saurin ( format à l'assiette );104;6.8;11.8;3.3;100 g
Blanquette de veau aux champigons et son riz william saurin;415;7.2;10.5;3;100 g
Blanquette de veau et riz carrefour;523;6.6;15.8;2.6;100 g
Blanquette de volaille et riz picard;114;6.5;15.1;3;100 g
Ble complet & saveurs du sud (cereal bio);319;13.6;61;2.3;100 g
Blé cuisiné à la provençale carrefour (1 mn);168;5.8;26.7;4.2;100 g
Blé dur précuit ebly;343;12.1;70.5;1.4;100 g
Blé précuit Leader Price;373;12;78;1.5;100 g
Blédina blédine biscuitée;405;8.7;85.7;3;100 g
Blédina pomme pruneau;69;0.3;16.3;0.3;100 g
Blédine croissance choco-biscuitée;381;9;79;3.2;100 g
Bleu (le), (les croisés, marque repère);350;17;1;31;100 g
Bleu de bresse;410;24;2;34;100 g
Bleuet;50;0;0;0;100 g
Blinis leader price : par unité de 50 g;137;2.95;16;6.85;100 g
Bloc de foie gras de canard avec morceaux (super u) : par tranche de 40 g;190;3.04;0.88;19.4;1 tranche
Bn fourrées vanille;473;5.7;70.6;18.1;100 g
Bn fourrés fraise;401.2;5;80;6.8;100 g
Bn matin céréales et fruits rouges;450;7.1;68.9;16.2;100 g
Bn matin céréales nappé chocolat;487;6.7;62.7;23.3;100 g
Bn tartelette fraise dora;63;0.7;10.3;2.1;1 unité
Bn-casse-croûte;390;7;80;4.6;100 g
Boeuf aux haricots en conserve (netto);101;9.3;10.6;2.4;100 g
Boeuf bavette d'aloyau (charal);138;22;0;5.5;100 g
Boeuf bouelettes;129.1;11.7;7.3;5.9;100 g
Boeuf bourguignon et ses pommes de terre ( williame saurin );69;6.8;7.1;1.5;100 g
Boeuf bourguignon william saurin ;61;6.5;5.8;1.3;100 g
Boeuf cervelle;121;10;0;9;100 g
Boeuf coeur;122;17;0;6;100 g
Boeuf entrecote;166;19;0;10;100 g
Boeuf façon bourguignonne et ses pennes (monoprix);145;11.7;16.2;3.7;100 g
Boeuf filet;188;20;0;12;100 g
Boeuf foie;116;20;0;4;100 g
Boeuf onglet;157;28;0;5;100 g
Boeuf rosbeef;148;28;0;4;100 g
Boeuf tartare charal;125;20;0;5;100 g
Boisson 4;380;1;95;1;100 g
Boisson a l'avoine nature (auchan);50;0.7;9;1.1;100 ml
Boisson au maïs;30;0.82;8.89;0;100 ml
Boisson au riz carrefour bio;68;0.1;14;1.2;100 g
Boisson au soja chocolat;71;3.4;9.7;2.1;100 g
Boisson au soja nature bio carrefour;39;3.8;1.1;2.1;100 ml
Boisson au soja nature bio u;41;3.8;1.9;2;100 g
Boisson au soja saveur chocolat bio auchan;76;3.7;10.1;2.1;100 g
Boisson aux amandes en poudre instantanée ajoutée de calcium ecomil;402;13.9;56.9;14.9;100 g
Boisson aux noisettes;54;2.6;6.2;0.9;100 g
Boisson coco bio bjorg;30;0;3.5;2;100 g
Boisson de soya natur-a s2;180;8;23;7;1 portion
Boisson gazeuse, soda au raisins;160;0;41.68;0;1 canette
Boisson minceur milical au chocolat;335;51.6;20.9;2.1;100 g
Boisson quinoa ecomil instant;426;7.5;80;8.3;100 g
Boisson soja calcium bio village;50;3.5;3.5;2;100 ml
Boisson soja enrichie calcium casino;38;3.8;2.6;1.4;100 ml
Boisson soja nature carrefour;40;3.6;2.1;1.9;100 g
Boisson soja vanille bio carrefour;50;3.2;4.9;1.8;100 g
Bol de fruits exotiques picard (ananas, mangue, pamplemouse rose);44;0.6;10;0.2;100 g
Bol vapeur brocolis, choux-fleurs, choux romanesco;28;2.3;2.7;0.4;100 g
Bolognaise barbecue panzani;84;4.5;9.6;2.7;100 g
Bon-ri (cuisson par sachet);350;7;80;0.5;100 g
Bonbon bubblizz (lutti);328;4.8;76.5;0;100 g
Bonbon de chocolat mon chéri;437;3;52.1;19.4;100 g
Bonbon haribo les schtroumpfs ;340;8;76;0;100 g
Bonbons caramel sans sucre Elodie;270;0.4;89;6;100 g
Bonbons goût menthe-eucalyptus marque éca+;380;0;95;0;100 g
Bonduelle vapeur sélection de légumes assaisonnés;44;1.9;5;1.9;100 g
Bonne maman marmelade oranges amères;242;0.4;60;0.1;100 g
Bortch;230;1;5.4;1.1;100 g
Bouchee a la reine " marie ";462;13;35;30;100 g
Bouchée gerlinéa choco-menthe;67;5.1;6.9;1.5;1 unité
Bouchées créatives de jaquet (cuillères en biscotte);449;7.6;66;16.5;100 g
Bouchées de poulet maître coq;173;23.1;1.2;8.4;100 g
Boudin antillais leader price;233;11.7;9.1;16.5;100 g
Boudin blanc à l'ancienne;296;10;5;26;100 g
Boudin de saumon;216;12.19;3.15;17.71;100 g
Boudin noir antillais (monoprix);186;10;14;10;100 g
Boudin noir aux oignons monoprix;313;11;2.5;29;100 g
Boudins antillais noirs (monoprix);167;9.5;10;9.4;100 g
Boudoir;396;7;85;3.1;100 g
Boudoirs lidl;391;7.4;83;3;100 g
Bouillon aux herbes et a l'huile d'olive (knorr);5;0.3;0.1;0.3;100 g
Bouillon cube;287;12.8;15.5;24.3;100 g
Bouillon de légumes & huile d'olive maggi;217;9.7;32.4;5.4;100 g
Bouillon de légumes knorr;340;4;42;17;100 g
Bouillon de poule dégraissé 'knorr', 1 tablette pour 500 ml de produit préparé;4;0.4;0.3;0.1;100 g
Bouillon de volaille dégressé eleclerc;232;13.4;36.6;3.4;100 g
Bouillon de volaille maggi non reconstitué;313;11;38.8;12.5;100 g
Bouillon kub volaille dégraissé maggi;219;13.5;32.8;3.4;100 g
Bouillons aux legumes méditerranéens;4;0.4;0.4;0.1;100 g
Boules maïs "brin de jour" marque repere;380;6;86;1;100 g
Boulette de chevreuil grillée au poêlon;174;24.6;0;7.64;1 unité
Boulette kefta picard;213;13.7;7.1;14.1;100 g
Boulettes au boeuf cuisinées leader price;174.3;14.5;6.8;9.9;100 g
Boulettes de viande crues au boeuf - picard;186;13;5;12.7;100 g
Boulettes pour potages (panda);135;6.5;2.5;11;100 g
Boulettes yarden (végétal);221;7.2;27.9;9;100 g
Boulghour aux légumes du soleil martinet;118;4;17;3;100 g
Boulghour et céréales à l'huile d'olive picard;199;6.3;33.4;3.7;100 g
Boulgour bio;353;12;71.2;2.2;100 g
Boulgour cuit;96;0;19.5;0.3;100 g
Boulgour tipiak;337;12.2;76.6;1.7;100 g
Bounty chocolat;266.5;2.4;32.5;14.1;1 unité
Bouquet de mâche notre jardin leclerc;20;2;2;0.5;100 g
Boursin ail & fines herbes;405;7;41;2;100 g
Boursin cuisine ail et fines herbes;230;2;2;23;100 g
Boursin cuisine roquefort;168;4;2;16;100 g
Boursin salade noix & noisettes;435;8;4;43;100 g
Boursin salade saveur olives vertes et noires;420;8;42;3;100 g
Boutargue (oeuf de poisson séché);253;25;0;17;100 g
Box de belin;485;10;57;24;100 g
Bran sticks auchan;257;13.5;42.9;3.5;100 g
Brandade de morue;533;7.1;1.6;55.2;100 g
Bran'form nature;330;13;65;2;100 g
Brebiou ligne et palisir;175;19.2;1;10.5;100 g
Bresaola della;163;33.5;0.5;3;100 g
Bresse bleu;342;17;1;30;100 g
Bretzel (alsacienne, brioche);284;9.6;56.7;1.7;100 g
Bretzels et crackers;460;9;68;17;100 g
Brick feuille de brick;345;10;7;0.5;100 g
Bridelice crème patissière prête à l'emploi;144;3.6;19;6;100 g
Bridelice préparation pour crème brûlée;219;3;18;15;100 g
Bridelight 0% crème liquide;52;3;9.8;0;100 g
Bridelight 2% fromage fondu goût emmental;106;12;10;2;100 g
Bridelight 25% mat grasse;268.6;0.9;10;25;100 g
Bridelight 3% goût emmental (spécialité fromagère fondue extra légère);19;2.2;1.4;0.5;1 portion
Bridelight coffret 3 saveurs (emmental chevre noix);113;13;8.5;3;100 g
Bridelight goût emmental;19;2.2;1.4;0.5;1 portion
Brin de jour nature;330;13;65;2;100 g
Brioche;386;7;40;22;100 g
Brioche au lait aux pepites de chocolat lidl;145;3.4;20.4;5.5;1 unité
Brioche commerciale à la cannelle avec raisins secs;223;3.72;30.54;9.84;1 unité
Brioche en tranche au levain pasquier;345;9;47.9;13;100 g
Brioche nature au sucre perlé harry's;362;10;49;14;100 g
Brioche pitch à la pomme brioche pasquier : par unité;167;2.5;20.4;8.3;1 unité
Brioche pitch au chocolat brioche pasquier (par unité);179;3.1;19.7;9.7;1 unité
Brioche tranchée (16 Tranches) Belle France;332;7.5;53;10;100 g
Brioche tranchee (leclerc);350;8.5;53;11;100 g
Brioche tranchée belle france;332;7.5;53;10;100 g
Brioche tranchee grand jury;342;7;56;10;100 g
Brioche tranchée harrys;126;2.7;19.1;4;1 portion
Brioche tranchée la recette originale 12% matière grasse (harry's);348;8;53;11.6;100 g
Brioche tranchée light harrys (tranche);89;2.6;14.5;2.1;1 tranche
Brioche tranchée picard;361;10.7;43.2;16.2;100 g
Brioche tranchée pur beurre u;344;7.2;49.2;12.8;100 g
Brioche tranchée recette gourmande aux pépites de chocolat harrys : par tranche;107;2.4;14.85;4.2;1 tranche
Brioche tranchée "doucéréales" de harrys;91;2.3;14.5;2.4;1 tranche
Brioche tressée (aldi);324;8;55;8;100 g
Brioche tressée à la main (ed);330;8;55;8;100 g
Brioche tressée aux pépites de chocolat (aldi);361;8;53;13;100 g
Brioche tressée jean pierre de lidl;362;8;52;13;100 g
Brioches au chocolat pitch ;365;8;53;13.5;100 g
Brioches doo wap choc n roll;360;8;55;12;100 g
Brioches doo wap pépites de chocolat au lait;337.9;9.5;45.5;13.1;100 g
Briochettes aux pépites de chocolat lidl;153;3.4;19.6;6.4;1 unité
Brique de chèvre président;302;20;1.6;24;100 g
Broccoli-nudeltopf;410;11;60;14;100 g
Brochette de rouget picard;65;12.8;2.2;0.6;100 g
Brochettes agneau picard;127;22.6;0.1;4.1;100 g
Brochettes de crevettes picard;95;14.5;3.9;2.4;100 g
Brocoli bouilli - 1 grosse tige (280 g);117.39;6.66;20.1;1.15;1 unité
Brocoli bouilli - 1 tige moyenne (180 g);75.46;4.28;12.92;0.74;1 unité
Brocoli bouilli, égoutté et salé (la pointe);10;1.1;1.87;0.13;1 unité
Brocoli congelé, haché et non préparé;26;2.81;4.78;0.29;100 g
Brocoli en fleurette marque u;30;3.1;1.4;0.6;100 g
Brocoli surgelé picard;27;3.5;2.7;0.2;100 g
Brocolis (florette);36;2.8;4;0.4;100 g
Brocolis choux fleurs cuisinées leader price;36;1.9;1.3;2.5;100 g
Brocolis en flleurettes auchan;27;3.4;2.4;0.4;100 g
Brocolis pois croquants courgettes tomates cerises picard lili;30;2.2;4.8;0.2;100 g
Brololis en fleurettes surgelés (leader price);25;2.6;2.5;0.5;100 g
Brousse de vache au lait entier;168;7;8;12;100 g
Brownie choco-pépites brossard (par unité de 30 g);135;1.9;14.4;7.7;1 unité
Brownie chocolat-noisettes brossard : par unité de 30g;137;2;13.8;8.1;1 unité
Brownies;463;5;59;23;100 g
Brugnon;60;1;14;0;100 g
Brushetta -Plaisir gastronomique (Club price);10;0.5;0.5;1;cuillérée à café
Bsn lean dessert;406;63;22;9.5;100 g
Bsn syntha 6;454.5;50;31;15.5;100 g
Buccins;94;18;0;2.5;100 g
Bûche de chèvre légère président : par portion de 35g;67;8;0.5;3.5;100 g
Bûche de chèvre sainte maure (auchan);295;21;1;23;100 g
Bûche glacé fauchon;186;3.5;19.8;10.7;100 g
Bûche glacée citron-framboise picard;129;0.3;18;6.2;100 g
Bûche patissière framboisier françois théron picard;264;3.2;23.9;17.3;100 g
Bugne;310;8.6;35.2;15.8;100 g
Buiscuit lait chocolat gerble;452;10.1;61.6;18.3;100 g
Buitoni fresco focaccia pomodori secchi e mozzarella;254;9;32;10;100 g
Buitoni fresco gli gnocchi di basilico;174.5;3.5;39;0.5;100 g
Buitoni fresco la pizzetta mozzarella e prosciutto;235;12;31;7;100 g
Buitoni fresco la pizzetta salame piccante;248;10;34;8;100 g
Buitoni fresco lunghi gorgonzola;229;12;25;9;100 g
Buitoni fresco tortelli pomodori secchi e mozzarella;205;9;31;5;100 g
Buitoni pasta sauce bolognese;115;5;8;7;100 g
Buitoni pasta sauce parmigiano;116;4.5;6.5;8;100 g
Buitoni pasta sauce pesto rosso;457;6;16;41;100 g
Bulot;89;18.1;0.01;1.9;100 g
Bun's burger (mccain);281;12;27;13.5;1 portion
Bun's poulet fromage frais-mc cain;255;11.8;25.9;11.6;100 g
Burger cheese charal (rayon frais) : par unité;370;20.4;32.6;17.5;100 g
Burger doux alpro soja;159;13;1;9.5;100 g
Burger king : american beef sandwich;691;30;46;43;1 unité
Burger king : american quad beef sandwich;1400;88;46;96;1 unité
Burger king : bk blt (bacon, lettuce, tomatoes);699;32;46;43;1 unité
Burger King : BK Chef's Choice Burger with Bacon and Bleu (100 g);283.4;14;14.3;18.8;100 g
Burger king : bk double bacon burger;961;54;49;61;1 unité
Burger king : bk quad bacon burger;1428;92;49;96;1 unité
Burger king : bk single bacon burger;723;35;49;43;1 unité
Burger king : bk triple bacon burger;1190;73;49;78;1 unité
Burger king : breakfast combo meal : sausage, egg & cheese croissan'wich meal (large);1126;24;91;74;1 portion
Burger king : cheeseburger;302;16;28;14;1 unité
Burger king : double cheeseburger;406;24;28;22;1 unité
Burger king : double hamburger;358;22;27;18;1 unité
Burger king : double whopper;918;48;51;58;1 unité
Burger king : double whopper bacon with cheese;1009;54;52;65;1 unité
Burger king : double whopper jr bacon;499;26;29;31;1 unité
Burger king : double whopper jr with cheese;491;24;29;31;1 unité
Burger king : hamburger;263;14;27;11;1 unité
Burger king : quad cheeseburger;622;42;28;38;1 unité
Burger king : quad hamburger;570;39;27;34;1 unité
Burger king : quad whopper bacon;1432;90;52;96;1 unité
Burger king : quad whopper jr;663;40;29;43;1 unité
Burger king : quad whopper jr bacon (corrigé);715;44;29;47;1 unité
Burger king : quad whopper jr with cheese;707;42;29;47;1 unité
Burger king : steackhouse xt burger;770;36;53;46;1 unité
Burger king : triple cheeseburger bacon;570;37;29;34;1 unité
Burger king : triple hamburger bacon;522;35;28;30;1 unité
Burger king : triple whopper bacon;1194;71;52;78;1 unité
Burger king : triple whopper jr;555;31;29;35;1 unité
Burger king : triple whopper jr bacon with cheese;655;37;30;43;1 unité
Burger king : triple whopper with cheese;1256;73;52;84;1 unité
Burger king : whopper bacon;732;32;52;44;1 unité
Burger king : whopper jr;348;14;28;20;1 unité
Burger king : whopper jr bacon with cheese;443;20;30;27;1 unité
Burger king : whopper sandwich (1 unité);680;29;51;40;1 unité
Burger king : whopper sandwich with cheese (1 unité);767;33;53;47;1 unité
Burger king : whopper sandwich with cheese without mayo (1 unité);610;32;53;30;1 unité
Burger king : whopper sandwich with cheese without mayo (100 kcal);100;5.2;8.7;4.9;1 portion
Burger king : whopper sandwich without mayo (100 g);195;10.4;19;8.6;100 g
Burger King: BK Chef's Choice Burger (1 unité);773;39;41;50;1 unité
Burger King: BK Chef's Choice Burger (100 kcal);100;5;5.3;6.5;1 portion
Burger végatarien garden gourmet;164;18;0.66;6;100 g
Burn;24;0;5.9;0;100 ml
Burn intense energy;61;0.4;14.3;0;100 ml
Burrito mexicain avec boeuf;262;13.3;29.26;10.41;1 unité
Byrrh;149;0;15;0;100 g
Céréales granola avec omega-3;418;10;67;10;100 g
Cabillaud;73;16;0;1;100 g
Cabillaud marque eco +;75;17;0;1;100 g
Cabillaud sauce citron aux zestes confits (fleury michon);108;8.5;12.6;2.6;100 g
Cacahuète nature;560;26;23;40;100 g
Cacahuetes en coques;624;29;6.2;50.9;100 g
Cacahuètes grillées salées;643;26.3;17.2;52.1;100 g
Cacahuètes salées trader joe's;613;22;12;53;100 g
Cacao (non sucré);315;22;2;21;100 g
Cacao en poudre;325;20;43;21;100 g
Cacao grand arôme (poulain);355;7.7;72.6;3.5;100 g
Cacao kaochoc rik et rok auchan;379;4.6;83;3.2;100 g
Cacao maigre en poudre;240;21;13;11;100 g
Cacao maigre en poudre kaoka;286;25;21;11;100 g
Cacao non sucré leader price;436;21;43;20;100 g
Cacao poudre insudiet (30gr);147;24.8;4.4;2.57;1 portion
Cacao pur 100% (vanhouten since 1828);357;19.8;8.8;20.7;100 g
Cachuètes grillées salées (alesto);620;25;13.5;50.3;100 g
Cacolac;70;3.2;11.1;0.95;100 g
Cadbury twisted oeuf fondant;200;2;32;7;1 portion
Café au lait a la chicorée   bonjour de nesle;374;14.6;42.5;16.2;100 g
Café au lait à la chicorée leader price;450;17;55;18;100 g
Café au lait poudre;408;21.6;30.2;20.5;100 g
Café en poudre;346;14;72;0.25;100 g
Café frappé gerlinéa;89;6.7;9.9;2.5;100 ml
Café gourmet tassimo;65;2.6;11.3;1.6;100 ml
Café instantané en poudre, avec chicorée;64;1.71;13.62;0.04;100 ml
Café mocha glacé;52;1.2;9.2;1.2;100 ml
Cafe viennois nescafe;69;1.4;11.8;2;1 portion
Caille;115;24;0;2;100 g
Cake anglais brossard;355;4.3;61;10.4;100 g
Cake aux fruits;430;4.5;60;19;100 g
Cake aux fruits vandame (distributeur);395;4.3;59;16;100 g
Cake chocolat picard;455;5.9;45;28;100 g
Cake moelleux jambon, tomates et champignons marie : par unité de 120 g;165;8.16;14.16;8.28;1 unité
Cake raisins bijou;126;1.8;16.8;5.7;1 unité
Calabrese épicé;300;23.31;23;3.33;100 g
Calamar à la romaine (auchan);293;9.5;39.3;9.8;100 g
Calamars à la romaine dia (ed);199;8.3;23.8;7.8;100 g
Calamars a la romana carrefour discount;166;8.6;27;3;100 g
Calamars a l'americaine en concerve (monoprix;154;14;1.6;10;100 g
California béarnaise;315;0.9;7.6;31.4;100 g
California harissa ketchup;135;1.5;31;0.5;100 g
California samouraï;330;1.5;9.5;32;100 g
California sauce pour kebab;290;1.4;12;26;100 g
California tartare 950 ml;438;0.9;4.1;46.5;100 g
Calippo refresh;85;0.5;20;0;100 g
Calissons;415;4;75;11;100 g
Calmar nature;91.7;16.5;2.6;1.7;100 g
Calories abricot;44.9;1;10;0.1;100 g
Calories beignet;402;6;45;22;100 g
Calories camembert;297.2;20;0.3;24;100 g
Calories cerises;64.7;1.5;14;0.3;100 g
Calories chausson aux pommes;299.5;1;57;7.5;100 g
Calories cigarette;10;0;0;0;1 unité
Calories clémentine;44.6;0.7;10;0.2;100 g
Calories comté;416.7;27;0;34.3;100 g
Calories crêpe;300;9;48;8;100 g
Calories emmental;380;28.4;0;29.6;100 g
Calories foie de volaille;167;25;1;7;100 g
Calories fraises;32;1;7;0;100 g
Calories fromage de chèvre;300;19;2;24;100 g
Calories gigot agneau;269;20;0;21;100 g
Calories kaki;65.8;1;15;0.2;100 g
Calories lardons;338;24;2;26;100 g
Calories levure de boulangerie;512;38;4.5;38;100 g
Calories mc do royal bbq;558;28;35;34;100 g
Calories merguez;279;13;0.5;25;100 g
Calories mozzarella;317.4;21.5;2.5;24.6;100 g
Calories noix;608;19;25;48;100 g
Calories oeuf dur;155;13;1;11;100 g
Calories orange;45;1;9.6;0.2;100 g
Calories pastèque;30.9;0.5;7;0.1;100 g
Calories pâtes;350.5;12;70;2.5;100 g
Calories pop-corn;397.8;12;78;4.2;100 g
Calories ratatouille;76;2;8;4;100 g
Calories roquefort;368.5;21.5;2;30.5;100 g
Calories steak haché 15%;211;19;0;15;100 g
Calvados;252.4;0;0.1;0;100 g
Camembert allégé les croisés (leclerc);200;23;1;11;100 g
Camembert bridelight;147;25;0.5;5;100 g
Camembert caractère auchan;258;19;0;20;100 g
Camembert coeur de lion - 45 % mg, portion 30 g;80;6.3;0.2;6;1 portion
Camembert destrier aldi;265;21;0.1;20;100 g
Camembert léger leader price;193;24.5;0.1;10.5;100 g
Camembert président cloche saveur;272;22;0;20;100 g
Camenbert;304;19.4;2.9;23.9;100 g
Camenbert président;260;19;0;20;100 g
Campaillette grand siècle;249;7.7;50.9;1;100 g
Canada dry ;37;0;9;0.01;100 ml
Canard;186;24;0;10;100 g
Canard (rillettes);428;17;0;40;100 g
Cancoillotte (a l'ail ) carrefour;151;13;0;11;100 g
Cancoillotte à l'ail;118;16;1;4.1;100 g
Cancoillotte président;162;15;0.1;11;100 g
Canderel sticks 1g;3.6;0.02;0.89;0;1 unité
Candia délactolait;46;3.15;4.8;1.55;100 ml
Candy'up  chocolat   candia;62;2.4;10.7;1;100 ml
Canelle;363.6;3.9;79.8;3.2;100 g
Cankao poudre cacao canderel;190;13.4;40.6;7;100 g
Canneberges;356;0.5;82;1.5;100 g
Cannelloni à la bologaise (picard formule express 6 minutes 325g );126;7.3;11.1;5.3;100 g
Cannelloni panzani;105;4.6;13.5;3.6;100 g
Cannelloni ricotta & epinards 'weight watchers', par portion 290g;226;10.3;29.7;7.3;1 portion
Cantal;386;23;6;30;100 g
Cap ocean steack haché merlu blanc;127;14.2;5.2;5.5;100 g
Capellini barilla;350;12.5;71.7;1.5;100 g
Cappuccino aldi en poudre;423;12;60;14;100 g
Cappuccino carte noire pour machines à dosettes;36;1.3;4.8;1.2;100 g
Cappuccino goût vanille;429;13;58;16;100 g
Cappuccino Mélange Viennois GranArom de chez Lidl;402;8.5;67.4;10.4;100 g
Cappuccino nescafé recette italienne;54;1.5;8.5;1.6;1 portion
Cappuccino saveur chocolat leclerc;420;9.5;72;10;100 g
Cappuccino tassimo;32;2.3;3.1;1.1;1 portion
Cappuchino saveur chocolat;388;11.2;61.1;11;100 g
Cappucino nescafé décaféiné;381;10.4;63.3;9.6;100 g
Capres;54;3;8;0.7;100 g
Capri-sun multi vitamin*;77;0;19;0;1 unité
Caprice des dieux;345;16.4;0.1;31;100 g
Capuccino milka dosette;415;7.6;68.5;12.5;100 g
Capuccino tassimo;120;8.5;12;4.5;100 ml
Carambar ( caramel );33;0.3;6.2;0.8;1 unité
Carambole;39.65;1.04;6.73;0.33;100 g
Caramel a tartiner 20;350;5;40;7.5;100 g
Caranougat;32;0.1;6.6;0.6;1 unité
Carbonox;381;0;95;0.1;100 g
Carboplex;384;0;96;0;100 g
Cardons;33;2;5;0;100 g
Carl's jr : double western bacon cheeseburger;998;53;75;54;1 unité
Carl's jr : super star with cheese;959;48;59;59;1 unité
Carl's jr : the big carl;930;47;55;58;1 unité
Carl's jr : the original six dollar burger;918;45;63;54;1 unité
Carl's jr : western bacon cheeseburger;734;33;74;34;1 unité
Carotte;38;0.8;8;0;100 g
Carotte extra fines d'aucy;26.8;0.8;5;0.4;100 g
Carotte rapée (marque repère);29;0.5;6.3;0.2;100 g
Carottes (duo) picard;25;0.6;4.7;0.4;100 g
Carottes au fromage blanc carrefour;102;1.3;5.4;8.4;100 g
Carottes cuites;31.3;0.8;5;0.3;100 g
Carottes en rondelles (bonduelle);36;0.6;5.8;0.6;100 g
Carottes en rondelles - maximo;30;0.8;6.5;0.1;100 g
Carottes en rondelles d'aucy en boite;20.1;0.8;4;0.1;100 g
Carottes mini green giant;41;1;9;0;100 g
Carottes rapées (bonduelle) au jus de citron de sicile;54;1;5.5;2.5;100 g
Carottes râpées assaisonnées (lidl);87;1;5;7;100 g
Carottes rapées auchan;58;1.5;6.9;2.7;100 g
Carottes râpées bonduelle;70;1;4;5.5;100 g
Carottes rapées carrefour discount;91;1;5.5;6.5;100 g
Carottes rapées claude léger;71;0.8;5.9;4.9;100 g
Carottes rapées saveurs du jardinier ( aldi );85;0.8;5.4;6.7;100 g
Carottes surgelées en rondelles (monoprix);28;0.6;4.4;0.4;100 g
Carottes surgelées rondelles delhaize;35;6.4;6.7;0;100 g
Carpaccio de boeuf surgelé thiriet (sans la vinaigrette);114;20.5;1.1;3.1;100 g
Carpaccio pur boeuf sans la sauce (bigard);106;21.4;0.8;2;100 g
Carpaccio saumon mariné aneth et citron delpierre;186;20.6;1.1;11;100 g
Carpe diem kombucha;19;0;4.4;0;100 ml
Carré cuisiné ratatouille bonduelle;51;1.2;3.4;3.6;100 g
Carre frais ail et fines herbes 0% de mg (elle&vire;);80;16;3;0.2;100 g
Carré frais nature 0% elle&vire;;80;16;3;0.2;100 g
Carrefour - jus de fruit multifruits 5 vitamines;50;0.5;11.5;0;100 ml
Carrefour betteraves rouges entières;40;1.5;8.4;0.1;100 g
Carrefour bio galettes 4 céréales;385;8.7;75.5;4.1;100 g
Carrefour bouquet de mache;25;2.4;2.2;0.7;100 g
Carrefour escalope ou filet de dinde;108;24.5;0;1.1;100 g
Carrefour flocons d'avoine bio;349;12;54.5;6.5;100 g
Carrefour fromage frais nature 20%;84;9.6;2.9;3.8;100 g
Carrefour lait entier uht;64;3.2;4.8;3.6;100 g
Carrefour petit-suisse nature;84;8.6;2.8;10.4;100 g
Carrefour sandwich jambon de paris beurre;308;11;25;11;100 g
Carrefour sauce basilique;59;1.4;7.4;1;100 g
Carrefour "agir" quinoa bio;389;13;69.3;6.5;100 g
Carrefour "agir" sucre de canne blond bio;400;0;100;0;100 g
Carrés au sésame prana;530;13;47;37;100 g
Carrés coupe faim ananas gaylord hauser;284;1;53;5;100 g
Carrés frais nature 0% mg;80;16;3;0.2;100 g
Carte d'or sorbet plein fruit citron;74;0.2;18;0;100 g
Casein 100 Trec Nutrition;349;75.9;9.45;0.82;100 g
Caséine instantanée (myprotein);370;83;6;1;100 g
Caséine mincellar reflex 30g;107;24;1.2;0.45;1 portion
Casino - biscruits fourrés noisette;520;6;61;28;100 g
Casino chocolat au lait sans sucres ajouté;495;6.9;51;37;100 g
Casino jus de fruits et lait - pêche/abricot;50;0.5;12;0;100 g
Casino mélange de champignons, surgelé;19;0.3;4;0.1;100 g
Casino pavés de saumon surgelés;206;20;0;14;100 g
